Name;Company;Info;Link;Date
Quantitative Researcher (Релокация в Армению);FinExecutive;Аналитика, Средний (Middle) • SQL • Python • C++ • Анализ данных • Математическое моделирование • Математическая статистика • Финансовая аналитика • Москва • Санкт-Петербург • Полный рабочий день;https://career.habr.com/vacancies/1000100991;17 марта
Специалист по машинному обучению / data scientist;Spacecode;Разработка ПО • Машинное обучение • Математика • Математическое моделирование • Математическая статистика • Python • SQL • Анализ данных • Бизнес аналитика • Бизнес аналитика • Системная аналитика • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100271;8 марта
Fullstack Developer;IT JOBs in Japan;Разработка ПО, Средний (Middle) • React • TypeScript • Node.js • HTML • CSS • Java • PHP • C • Python • Golang • Haskell • AWS • Москва • Санкт-Петербург • Владивосток • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000096822;30 марта
Ведущий разработчик Go, Социальная коммерция;Ozon Tech;Бэкенд, Старший (Senior) • Golang • Docker • PostgreSQL • SQL • Git • C++ • Java • C# • Python • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000095482;4 апреля
Application security/ Безопасность приложений;Банк ПСБ;Информационная безопасность, Старший (Senior) • Python • Linux • Тестирование на проникновение • Информационная безопасность • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000088582;28 марта
DevOps инженер;Ак Барс Банк;Администрирование, Средний (Middle) • Linux • Python • DevOps • Системы виртуализации • VMware • Казань • Полный рабочий день;https://career.habr.com/vacancies/1000100387;10 марта
Сетевой администратор ;Ростелеком;Администрирование, Ведущий (Lead) • Linux • Apache Hadoop • Python • Java • Git • Apache Kafka • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100656;1 апреля
Ведущий Linux инженер (виртуализация);Астра Группа компаний;Администрирование, Средний (Middle) • Hyper-V • Qemu • Linux • Debian • DNS • DHCP • Shell • Python • Ansible • Zabbix • Можно удаленно;https://career.habr.com/vacancies/1000077825;4 апреля
DevOps инженер;Group-IB;Администрирование, Старший (Senior) • Docker • Kubernetes • Elasticsearch • Linux • Python • Git • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000080201;4 апреля
Риск-технолог (системный аналитик);ВСК;Аналитика, Ведущий (Lead) • Управление рисками • Agile • SQL • Oracle PL/SQL • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000097161;5 апреля
Senior Product Analyst/Старший продуктовый аналитик ;Wallcraft;Аналитика, Старший (Senior) • Python • Google BigQuery • Google Firebase • Бизнес аналитика • Продуктовый маркетинг • Бизнес-моделирование • Санкт-Петербург • Пенза • Самара • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100226;10 марта
QA Engineer;ЕВРАЗ;Тестирование, Средний (Middle) • Ручное тестирование • Автоматизация тестирования • Python • JavaScript • Краснодар • Ростов-на-Дону • Таганрог • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000090962;4 апреля
Инженер по автоматизации тестирования Go, Лента / Социальная коммерция;Ozon Tech;Тестирование, Средний (Middle) • Git • SQL • Jira • Golang • Автоматизация тестирования • Python • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000095493;4 апреля
Аналитик данных;Сбер;Аналитика, Средний (Middle) • Python • SQL • PostgreSQL • MySQL • Microsoft Excel • PowerBI • Pandas • NumPy • Анализ данных • ETL • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000090556;4 апреля
Руководитель команды разработки / Development Team Lead;Магнит;Разработка ПО, Ведущий (Lead) • Python • Kotlin • Golang • Swift • Разработка мобильных приложений • Разработка мобильных приложений • Управление разработкой • Agile • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100863;5 апреля
Frontend-developer/Reaсt;МТС;Фронтенд, Средний (Middle) • JavaScript • Zeplin • SCSS • RESTful API • Figma Design • Git • Python • Docker • Bash • Nginx • GitLab • CI/CD • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101515;1 апреля
DevOps Engineer в Platform V Dictionaries (ФП Справочники);SberTech;Администрирование, Средний (Middle) • Linux • Docker • Git • Python • Kubernetes • PostgreSQL • Apache Kafka • Москва • Можно удаленно;https://career.habr.com/vacancies/1000094076;2 апреля
SRE TeamLead;СберЗвук;Администрирование, Ведущий (Lead) • DevOps • SRE • VMware • Kubernetes • AWS • Google Cloud Platform • Terraform • Python • Ansible • Администрирование Linux • Системное администрирование • Системы виртуализации • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101731;28 марта
Tech Lead ;УГМК-Телеком;Разработка ПО, Ведущий (Lead) • CSS • CSS • HTML • Git • Python • C++ • Linux • Решение проблем • Управление проектами • Работа в команде • Разработка программного обеспечения • Екатеринбург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101147;21 марта
Product Analyst;БАНК УРАЛСИБ;Аналитика • Google Analytics • Яндекс.Метрика • Продуктовый маркетинг • Google Firebase • Python • R • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000098872;31 марта
DevOps Engineer ;РТЛабс;Администрирование, Старший (Senior) • Python • Linux • PostgreSQL • Docker • Высоконагруженные системы • Kubernetes • MongoDB • DevOps • Администрирование Linux • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100559;1 апреля
Системный администратор / DevOps;Всероссийский Бизнес Центр;Администрирование, Старший (Senior) • Python • Linux • Bash • Nginx • PostgreSQL • Ansible • DevOps • Системное администрирование • PostgreSQL • Docker • Высоконагруженные системы • ClickHouse • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000102024;1 апреля
DevOps engineer;Грандстафф;Администрирование, Средний (Middle) • Git • Linux • Docker • Golang • Kubernetes • Zabbix • Bash • GitLab • CI/CD • Python • Shell • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100585;11 марта
DevOps;Абсолют Банк;Администрирование, Средний (Middle) • Kubernetes • Linux • Yandex.Cloud • Java • React • PostgreSQL • CI/CD • Bash • Python • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101807;29 марта
Fullstack web- разработчик;Octopus Lab;Разработка ПО, Средний (Middle) • PHP • Python • Ruby on Rails • Angular.js • React • JavaScript • React Native • Node.js • TypeScript • Vue.js • Vue.js • Таганрог • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100279;9 марта
AWS Engineer/Architect;Nitka Technologies, Inc.;Другое • AWS • Golang • Python • Английский язык • Проектирование архитектуры приложений • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101614;31 марта
Разработчик C++;УГМК-Телеком;Разработка ПО, Средний (Middle) • Git • MySQL • Python • DevOps • C++ • MongoDB • PostgreSQL • Linux • Docker • Екатеринбург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101155;21 марта
Системный аналитик;Agro.Сlub;Аналитика, Средний (Middle) • SQL • Базы данных • Python • Анализ данных • Базы данных • Apache Airflow • Оптимизация бизнес-процессов • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100061;1 апреля
Тестировщик в on-line кинотеатр KION;МТС;Тестирование • Python • Java • Selenium • Баг-трекинг • Ручное тестирование • Автоматизация тестирования • Пермь • Полный рабочий день;https://career.habr.com/vacancies/1000101243;5 апреля
Senior Data engineer;Sportmaster Lab;Аналитика, Старший (Senior) • Python • Oracle • Apache Hadoop • Apache Airflow • Apache Kafka • Apache Spark • SQL • Большие данные • Архангельск • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101591;1 апреля
DevOps (Docker,k8s) + Fullstack developer (php/go+js) ;Advex Group;Разработка ПО, Старший (Senior) • PHP • Golang • Docker • Kubernetes • Vue.js • JavaScript • Python • Linux • PostgreSQL • MySQL • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101354;2 апреля
Product Analyst;Вебиум;Аналитика, Средний (Middle) • SQL • PostgreSQL • Python • Google BigQuery • PowerBI • Анализ данных • Веб аналитика • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101039;17 марта
DevOps инженер (Big Data);МТС;Администрирование, Средний (Middle) • Linux • PostgreSQL • Python • Java • Golang • Jenkins • Prometheus • Consul • Kubernetes • Ansible • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000096526;1 апреля
Backend разработчик GoLang (Middle/Senior);Advex Group;Бэкенд, Средний (Middle) • Golang • Kubernetes • Docker • Git • PHP • Базы данных • Python • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000085956;2 апреля
Аналитик SOC;Инфосистемы Джет;Информационная безопасность, Средний (Middle) • Информационная безопасность • Unix • Linux • Python • Powershell • Администрирование Windows • Системное администрирование • Bash • Английский язык • Анализ требований • Системная интеграция • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100284;10 марта
Senior Data engineer;Sportmaster Lab;Аналитика, Старший (Senior) • Python • Oracle • Apache Hadoop • Apache Airflow • Apache Kafka • Apache Spark • SQL • Большие данные • Челябинск • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101206;4 апреля
Senior Data engineer;Sportmaster Lab;Аналитика, Старший (Senior) • Python • Oracle • Apache Hadoop • Apache Airflow • Apache Kafka • Apache Spark • SQL • Большие данные • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000056711;1 апреля
Системный администратор Linux и баз данных;НЛМК;Администрирование, Средний (Middle) • Linux • Администрирование Linux • Red Hat Enterprise Linux • Centos • Oracle • PostgreSQL • MySQL • NetBackup • Zabbix • Ansible • Puppet • Bash • Python • Управление IT-услугами • Воронеж • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000099911;30 марта
Руководитель группы разработки Go, Социальная коммерция;Ozon Tech;Разработка ПО, Ведущий (Lead) • RabbitMQ • Apache Kafka • Golang • PostgreSQL • Kubernetes • C++ • C# • Python • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000095478;4 апреля
Senior Software Engineer;Swappie;Разработка ПО, Старший (Senior) • Node.js • React • Express • Python • Kubernetes • Google Cloud Platform • Django • PostgreSQL • TypeScript • Redis • Хельсинки • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000094620;5 апреля
web программист (BackEnd);RECA ventures;Разработка ПО • Python • Django • Angular • PostgreSQL • Docker • Git • GitLab • CI/CD • Flask • Nginx • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100837;18 марта
Продуктовый аналитик/Product Analyst (Senior);Магнит;Аналитика, Старший (Senior) • Python • SQL • Анализ данных • Яндекс.Метрика • Google Analytics • Маркетинговые исследования • Мониторинг и анализ рынка • Управление продуктами • Разработка продукта • Agile • Scrum • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000095869;2 апреля
Системный аналитик;Forecsys;Аналитика, Средний (Middle) • Алгоритмы и структуры данных • Системный анализ • SQL • Python • Базы данных • Linux • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000087983;28 марта
C++ Software Engineer (Релокация в Армению);FinExecutive;Разработка ПО, Средний (Middle) • C++ • Высоконагруженные системы • Python • Анализ данных • Финансовая аналитика • Математическое моделирование • Математическая статистика • Москва • Санкт-Петербург • Полный рабочий день;https://career.habr.com/vacancies/1000100992;17 марта
Младший Backend разработчик;Код Констракшн;Бэкенд, Младший (Junior) • Git • Python • PostgreSQL • Linux • ООП • Docker • Базы данных • Проектирование архитектуры приложений • Калининград • Полный рабочий день;https://career.habr.com/vacancies/1000101143;4 апреля
Инженер по автоматизированному тестированию (QA Automation Engineer), remote;АтомЭнергоСбыт;Тестирование, Средний (Middle) • Linux • SQL • Python • Java • Функциональное тестирование • Нагрузочное тестирование • Автоматизация тестирования • PHP • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101514;25 марта
Архитектор RDM;МТС;Телеком, Средний (Middle) • Python • C++ • C# • Perl • PHP • Java • Ruby • JavaScript • RabbitMQ • Android SDK • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101476;31 марта
QA (тестировщик) с опытом автоматизированного тестирования ( СПб);TAGES;Тестирование, Средний (Middle) • JavaScript • Python • Bash • Тестирование ПО • Тестирование мобильных приложений • Разработка тест-кейсов • Тестирование сайтов • Автоматизация тестирования • Санкт-Петербург • Полный рабочий день;https://career.habr.com/vacancies/1000079445;30 марта
Удаленно Middle QA (тестировщик) с опытом автоматизированного тестирования (вл);TAGES;Тестирование, Средний (Middle) • JavaScript • Python • Bash • Тестирование ПО • Тестирование мобильных приложений • Разработка тест-кейсов • Тестирование сайтов • Автоматизация тестирования • Владивосток • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000095113;29 марта
Системный аналитик;Сбер;Аналитика, Средний (Middle) • SQL • Java • Python • Системная интеграция • Системный анализ • BPMN • Бизнес аналитика • Системная аналитика • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000095206;1 апреля
Java-разработчик ;МТС;Бэкенд, Средний (Middle) • SQL • Python • Java • Java core • Junit • Spring Boot • RabbitMQ • Apache Kafka • СУБД InterSystems Cache • Git • Docker • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101454;31 марта
Junior/Middle Clojure Developer;Health Samurai;Разработка ПО, Младший (Junior) • JavaScript • Node.js • Ruby • Ruby on Rails • Python • Clojure • PostgreSQL • Git • Docker • Linux • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000058028;22 марта
Аналитик/Старший аналитик;GlowByte;Аналитика, Средний (Middle) • SQL • Oracle • Python • ООП • Apache Hadoop • SAP • Business intelligence • Анализ требований • Описание бизнес-процессов • Бизнес аналитика • Системная аналитика • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000058863;30 марта
Devops инженер;СберКорус;Администрирование, Средний (Middle) • Linux • Ansible • Bash • Docker • Kubernetes • Groovy • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000088490;3 апреля
QA-инженер/тестировщик ПО;Астра Группа компаний;Тестирование • Тестирование ПО • Ручное тестирование • Функциональное тестирование • Автоматизация тестирования • Selenium • Разработка тест-кейсов • Регрессионное тестирование • Python • Bash • Linux • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000082160;4 апреля
Тестировщик middle/senior (почтоматы Халва);Совкомбанк Технологии;Тестирование, Средний (Middle) • Тестирование ПО • Ручное тестирование • Функциональное тестирование • Linux • Новосибирск • Полный рабочий день;https://career.habr.com/vacancies/1000102093;4 апреля
Аналитик рекламных кампаний в digital/Веб – аналитик;Триколор;Аналитика • Google Analytics • Санкт-Петербург • Можно удаленно;https://career.habr.com/vacancies/1000101744;28 марта
QA Engineer (Big Data);МТС;Тестирование, Средний (Middle) • SQL • Git • Linux • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000096503;1 апреля
Продуктовый аналитик (Product analyst);Пикабу;Аналитика, Средний (Middle) • SQL • PostgreSQL • ClickHouse • Анализ данных • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101864;30 марта
Data Engineer;Сбер;Аналитика • Apache Hadoop • Apache Spark • Apache Flink • ETL • Pandas • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000097710;4 апреля
Пентестер;Совкомбанк Технологии;Информационная безопасность • OWASP • Тестирование на проникновение • Black box testing • Санкт-Петербург • Казань • Новосибирск • Можно удаленно;https://career.habr.com/vacancies/1000098388;2 апреля
Системный администратор Linux/SRE(DevOPS);ЕДИНЫЙ ЦУПИС;Администрирование • Linux • Ansible • KVM • Nginx • Apache • Zabbix • DevOps • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000071495;10 марта
DevOps-инженер в инфраструктурную команду;Контур;Администрирование, Средний (Middle) • Docker • CI/CD • Kubernetes • Администрирование Windows • Администрирование Linux • Powershell • TeamCity • Centos • Екатеринбург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101676;28 марта
Testing Engineer;Лаборатория Касперского;Тестирование • Ручное тестирование • Linux • Москва;https://career.habr.com/vacancies/1000101877;30 марта
Frontend-разработчик;BIA-Technologies;Фронтенд, Средний (Middle) • JavaScript • React • HTML • CSS • TypeScript • Redux • JQuery • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000085593;1 апреля
Software Development Engineer in Test (C++);Лаборатория Касперского;Тестирование • C++ • Москва;https://career.habr.com/vacancies/1000101997;1 апреля
Senior Software Developer C++;CQG;Разработка ПО, Старший (Senior) • C++ • C++ boost • Разработка программного обеспечения • Объектно-ориентированное проектирование • Многопоточность • C++ stl • Зеленоград • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000064428;9 марта
Tech Lead (Node.js + Typescript / Go) developer;legaltech;Бэкенд, Старший (Senior) • JavaScript • Node.js • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101171;1 апреля
DevOps / SRE;American Hunters;Разработка ПО, Средний (Middle) • DevOps • Ansible • Kubernetes • Linux • Мурманск • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000102010;1 апреля
SRE Engineer (Site Reliability);Gurtam;Администрирование, Старший (Senior) • SRE • Ansible • Виртуализация • Администрирование Linux • Администрирование серверов • VMware • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100974;16 марта
Разработчик DWH/ETL/SQL;Совкомбанк Технологии;Разработка ПО, Средний (Middle) • ETL • Oracle • SQL • Git • Пермь • Полный рабочий день;https://career.habr.com/vacancies/1000098260;1 апреля
Разработчик С++ в команду разработки продукта Kaspersky CyberTrace;Лаборатория Касперского;Разработка ПО • Разработка программного обеспечения • C++ • C# • Москва;https://career.habr.com/vacancies/1000095998;3 апреля
Инженер по внедрению PL/SQL;Coleman Group;Бэкенд, Средний (Middle) • Oracle PL/SQL • SQL • Powershell • Английский язык • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101900;30 марта
Веб-аналитик (в Банк);C-Executives LLC;Аналитика, Средний (Middle) • Веб аналитика • Google Analytics • Яндекс.Метрика • BPMN • Tableau • Google BigQuery • Microsoft Excel • Oracle • SQL • BI • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101185;21 марта
DevOps в команду инженерных практик;Мир Plat.Form (НСПК);Администрирование, Средний (Middle) • Linux • Docker • Git • Ansible • Jenkins • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000068622;3 апреля
Linux инженер;SberDevices;Администрирование, Средний (Middle) • Linux • Ansible • TCP • Zabbix • Zabbix • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000094974;30 марта
Embedded engineer (Remote, part-time/full-time);Bell Integrator;Разработка ПО, Старший (Senior) • Программирование микроконтроллеров • C • Разработка программного обеспечения • Москва • Санкт-Петербург • Нижний Новгород • Неполный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100852;5 апреля
QA Инженер/Тестировщик (Ритейл компания);Bell Integrator;Тестирование, Средний (Middle) • SQL • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000099445;30 марта
DevOps-инженер;Городские порталы Shkulev Media Holding;Администрирование, Средний (Middle) • Kubernetes • Новосибирск • Полный рабочий день;https://career.habr.com/vacancies/1000100785;14 марта
Инженер по нагрузочному тестированию;Банк ПСБ;Тестирование, Средний (Middle) • Нагрузочное тестирование • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000088571;2 апреля
DevOps инженер;Сбер;Администрирование, Средний (Middle) • CI/CD • Jenkins • Kubernetes • Java • Новосибирск • Полный рабочий день;https://career.habr.com/vacancies/1000090880;2 апреля
Data Analyst (junior/middle) (удаленно) 🔥;Fundraise Up;Аналитика, Средний (Middle) • Анализ данных • SQL • BI • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101124;2 апреля
Data Engineer;Лаборатория Касперского;Аналитика • Microsoft SQL • Базы данных • Apache Hadoop • Москва;https://career.habr.com/vacancies/1000101734;4 апреля
Аналитик данных;РТЛабс;Аналитика, Средний (Middle) • SQL • Москва;https://career.habr.com/vacancies/1000101630;1 апреля
Системный администратор в команду облачного хранилища;Antal;Администрирование • Linux • SQL • Puppet • Администрирование Linux • CI/CD • Санкт-Петербург • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100997;17 марта
Middle/Senior Front-end Developer;CQG;Фронтенд, Средний (Middle) • Angular • Node.js • Sass • TypeScript • WebSockets • GitLab • TeamCity • Linux • Jira • .NET • Москва • Зеленоград • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100293;9 марта
DevOps (системный администратор) Уфа;TAGES;Администрирование, Средний (Middle) • MySQL • Linux • Nginx • Docker • Высоконагруженные системы • Базы данных • Уфа • Полный рабочий день;https://career.habr.com/vacancies/1000057800;29 марта
Эксперт ИБ (расследование инцидентов, компьютерная криминалистика);Ростелеком;Информационная безопасность, Средний (Middle) • Разработка систем защиты информации • Форензика • Wireshark • Москва;https://career.habr.com/vacancies/1000100591;1 апреля
Системный аналитик (Remote);OKPixels;Аналитика, Средний (Middle) • Jira • Системная аналитика • Базы данных • SQL • Нижний Новгород • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000063976;17 марта
ETL-разработчик;РТЛабс;Разработка ПО, Средний (Middle) • PostgreSQL • Apache Hadoop • Apache Kafka • ClickHouse • Высоконагруженные системы • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100555;1 апреля
Frontend разработчик (React);Group-IB;Фронтенд, Старший (Senior) • JavaScript • React • MobX • TypeScript • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000069505;29 марта
DevOps Team Lead (TIP);Лаборатория Касперского;Администрирование • Linux • Kubernetes • Москва;https://career.habr.com/vacancies/1000095308;2 апреля
Разработчик MS SQL;Газпромбанк;Аналитика, Средний (Middle) • T-SQL • Microsoft SQL • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000098136;31 марта
Senior DevOps Engineer;Лаборатория Касперского;Разработка ПО, Старший (Senior) • Ansible • Kubernetes • Москва;https://career.habr.com/vacancies/1000098016;30 марта
Junior/Middle DBA (PostgreSQL);Сбер;Администрирование, Младший (Junior) • DBA • PostgreSQL • Linux • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100392;31 марта
Senior Frontend Developer ;Софт Проект;Фронтенд, Старший (Senior) • JavaScript • HTML • CSS • React • Redux • TypeScript • Webpack • Ruby on Rails • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000074552;30 марта
Специалист по анализу защищенности кода;Ростелеком;Информационная безопасность, Средний (Middle) • SDL/SDLC • DevSecOps • SAST/DAST • OWASP • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101137;4 апреля
Marketing Analyst (Mobile);Лаборатория Касперского;Маркетинг • Продуктовый маркетинг • Интернет маркетинг • Москва;https://career.habr.com/vacancies/1000097984;30 марта
Golang Backend Developer / Backend Developer;Mayber;Бэкенд • Golang • Apache Kafka • PostgreSQL • Git • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000076871;30 марта
DevOps engineer;Сбер;Администрирование, Старший (Senior) • DevOps • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000099407;30 марта
DevOps Engineer (Ситидрайв);Ситимобил;Администрирование, Средний (Middle) • Linux • Docker • Ansible • Kubernetes • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000095999;31 марта
DevOps;РТ-Инвест Транспортные Системы;Администрирование, Старший (Senior) • Kubernetes • Docker • DevOps • Ansible • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000100067;28 марта
Разработчик мобильного SDK (MY.GAMES);VK;Приложения • Разработка под iOS • Android NDK • Unity3d • Corona SDK • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000098275;1 апреля
Руководитель направления ИБ (Threat Intelligence);Ростелеком;Информационная безопасность • Информационная безопасность • Разработка систем защиты информации • Москва;https://career.habr.com/vacancies/1000100600;1 апреля
Инженер по сопровождению (Платежи и переводы);Сбер;Поддержка, Средний (Middle) • SQL • Git • PostgreSQL • Docker • Linux • Высоконагруженные системы • Санкт-Петербург • Полный рабочий день;https://career.habr.com/vacancies/1000099196;2 апреля
DevOps Engineer;Лаборатория Касперского;Разработка ПО • Ansible • Docker • Москва;https://career.habr.com/vacancies/1000098984;1 апреля
DevOps engineer;Sportmaster Lab;Администрирование, Старший (Senior) • MongoDB • RabbitMQ • Redis • CI/CD • Ansible • DevOps • GitLab • Kubernetes • Terraform • Можно удаленно;https://career.habr.com/vacancies/1000101670;4 апреля
QA- engineer (manual);Human Line;Тестирование, Средний (Middle) • SQL • Git • PostgreSQL • Linux • Базы данных • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101735;28 марта
Senior Developer GUI/macOS;Лаборатория Касперского;Разработка ПО • Objective-С • Swift • Mac • Москва;https://career.habr.com/vacancies/1000101415;31 марта
DevOps Team Lead (Vault);Лаборатория Касперского;Разработка ПО • Ansible • Docker • Москва;https://career.habr.com/vacancies/1000100113;2 апреля
Quality Assurance/SDET Engineer (Jenkins, bash);DataDirect Networks Inc. (DDN);Тестирование, Средний (Middle) • Linux • Bash • Git • Jenkins • Тестирование ПО • Автоматизация тестирования • Ручное тестирование • Контроль качества • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000082428;11 марта
SDET (C#);Лаборатория Касперского;Тестирование • Автоматизация процессов • C# • Linux • Москва;https://career.habr.com/vacancies/1000102116;4 апреля
Senior 2nd line support;SKÖLOPENDRA;Поддержка, Старший (Senior) • Английский язык • Linux • SQL • Москва • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000087338;10 марта
Специалист внедрения систем мониторинга Zabbix;Банк ПСБ;Администрирование, Средний (Middle) • Zabbix • Администрирование Linux • Сетевые технологии • Мониторинг сетей • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000098019;30 марта
Senior Data sсientist (Реком. системы);Домклик;Аналитика, Старший (Senior) • Computer Science • Машинное обучение • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000093615;21 марта
DevOps/Инженер по релизам и конфигурациям;Т1 Интеграция;Администрирование, Средний (Middle) • DevOps • Ansible • TeamCity • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000099428;30 марта
Testing Engineer;Лаборатория Касперского;Тестирование, Старший (Senior) • Ручное тестирование • Москва;https://career.habr.com/vacancies/1000099254;3 апреля
Сетевой инженер;ЕДИНЫЙ ЦУПИС;Разработка ПО • Администрирование сетей • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100567;11 марта
Data Scientist / Sr. Data Scientist;Сбер;Аналитика, Старший (Senior) • Алгоритмы и структуры данных • Компьютерное зрение • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000099392;30 марта
Инженер/аналитик данных;РТЛабс;Аналитика, Старший (Senior) • SQL • OLAP • Москва • Полный рабочий день;https://career.habr.com/vacancies/1000101573;1 апреля
Middle IOS-разработчик / Swift Developer;Sibdev;Приложения, Средний (Middle) • Swift • Разработка мобильных приложений • Красноярск • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000101917;30 марта
Разработчик частного облака;Россельхозбанк;Бэкенд • Git • JavaScript • HTML • CSS • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000088493;1 апреля
Developer GUI/macOS;Лаборатория Касперского;Разработка ПО • C++ • Objective-С • Swift • Mac • Москва;https://career.habr.com/vacancies/1000100792;4 апреля
Senior Developer macOS;Лаборатория Касперского;Разработка ПО • Objective-С • Swift • Mac • Москва;https://career.habr.com/vacancies/1000101011;31 марта
Senior PHP (Laravel) разработчик;Сlivetor;Бэкенд, Старший (Senior) • PHP • Laravel • MySQL • Elasticsearch • Полный рабочий день • Можно удаленно;https://career.habr.com/vacancies/1000100330;30 марта
