Name;Info;Link
Руководитель группы разработки Go, Социальная коммерция;Разработка ПО, Ведущий (Lead) • RabbitMQ • Apache Kafka • Golang • PostgreSQL • Kubernetes • C++ • C# • Python;https://career.habr.com/vacancies/1000095478
Senior Software Engineer;Разработка ПО, Старший (Senior) • Node.js • React • Express • Python • Kubernetes • Google Cloud Platform • Django • PostgreSQL • TypeScript • Redis;https://career.habr.com/vacancies/1000094620
web программист (BackEnd);Разработка ПО • Python • Django • Angular • PostgreSQL • Docker • Git • GitLab • CI/CD • Flask • Nginx;https://career.habr.com/vacancies/1000100837
Системный аналитик;Аналитика, Средний (Middle) • Алгоритмы и структуры данных • Системный анализ • SQL • Python • Базы данных • Linux;https://career.habr.com/vacancies/1000087983
Продуктовый аналитик/Product Analyst (Senior);Аналитика, Старший (Senior) • Python • SQL • Анализ данных • Яндекс.Метрика • Google Analytics • Маркетинговые исследования • Мониторинг и анализ рынка • Управление продуктами • Разработка продукта • Agile • Scrum;https://career.habr.com/vacancies/1000095869
C++ Software Engineer (Релокация в Армению);Разработка ПО, Средний (Middle) • C++ • Высоконагруженные системы • Python • Анализ данных • Финансовая аналитика • Математическое моделирование • Математическая статистика;https://career.habr.com/vacancies/1000100992
Младший Backend разработчик;Бэкенд, Младший (Junior) • Git • Python • PostgreSQL • Linux • ООП • Docker • Базы данных • Проектирование архитектуры приложений;https://career.habr.com/vacancies/1000101143
Инженер по автоматизированному тестированию (QA Automation Engineer), remote;Тестирование, Средний (Middle) • Linux • SQL • Python • Java • Функциональное тестирование • Нагрузочное тестирование • Автоматизация тестирования • PHP;https://career.habr.com/vacancies/1000101514
Архитектор RDM;Телеком, Средний (Middle) • Python • C++ • C# • Perl • PHP • Java • Ruby • JavaScript • RabbitMQ • Android SDK;https://career.habr.com/vacancies/1000101476
Удаленно Middle QA (тестировщик) с опытом автоматизированного тестирования (вл);Тестирование, Средний (Middle) • JavaScript • Python • Bash • Тестирование ПО • Тестирование мобильных приложений • Разработка тест-кейсов • Тестирование сайтов • Автоматизация тестирования;https://career.habr.com/vacancies/1000095113
QA (тестировщик) с опытом автоматизированного тестирования ( СПб);Тестирование, Средний (Middle) • JavaScript • Python • Bash • Тестирование ПО • Тестирование мобильных приложений • Разработка тест-кейсов • Тестирование сайтов • Автоматизация тестирования;https://career.habr.com/vacancies/1000079445
Системный аналитик;Аналитика, Средний (Middle) • SQL • Java • Python • Системная интеграция • Системный анализ • BPMN • Бизнес аналитика • Системная аналитика;https://career.habr.com/vacancies/1000095206
Java-разработчик ;Бэкенд, Средний (Middle) • SQL • Python • Java • Java core • Junit • Spring Boot • RabbitMQ • Apache Kafka • СУБД InterSystems Cache • Git • Docker;https://career.habr.com/vacancies/1000101454
Junior/Middle Clojure Developer;Разработка ПО, Младший (Junior) • JavaScript • Node.js • Ruby • Ruby on Rails • Python • Clojure • PostgreSQL • Git • Docker • Linux;https://career.habr.com/vacancies/1000058028
Аналитик/Старший аналитик;Аналитика, Средний (Middle) • SQL • Oracle • Python • ООП • Apache Hadoop • SAP • Business intelligence • Анализ требований • Описание бизнес-процессов • Бизнес аналитика • Системная аналитика;https://career.habr.com/vacancies/1000058863
Devops инженер;Администрирование, Средний (Middle) • Linux • Ansible • Bash • Docker • Kubernetes • Groovy;https://career.habr.com/vacancies/1000088490
QA-инженер/тестировщик ПО;Тестирование • Тестирование ПО • Ручное тестирование • Функциональное тестирование • Автоматизация тестирования • Selenium • Разработка тест-кейсов • Регрессионное тестирование • Python • Bash • Linux;https://career.habr.com/vacancies/1000082160
Тестировщик middle/senior (почтоматы Халва);Тестирование, Средний (Middle) • Тестирование ПО • Ручное тестирование • Функциональное тестирование • Linux;https://career.habr.com/vacancies/1000102093
Аналитик рекламных кампаний в digital/Веб – аналитик;Аналитика • Google Analytics;https://career.habr.com/vacancies/1000101744
QA Engineer (Big Data);Тестирование, Средний (Middle) • SQL • Git • Linux;https://career.habr.com/vacancies/1000096503
Продуктовый аналитик (Product analyst);Аналитика, Средний (Middle) • SQL • PostgreSQL • ClickHouse • Анализ данных;https://career.habr.com/vacancies/1000101864
Data Engineer;Аналитика • Apache Hadoop • Apache Spark • Apache Flink • ETL • Pandas;https://career.habr.com/vacancies/1000097710
Системный администратор Linux/SRE(DevOPS);Администрирование • Linux • Ansible • KVM • Nginx • Apache • Zabbix • DevOps;https://career.habr.com/vacancies/1000071495
DevOps-инженер в инфраструктурную команду;Администрирование, Средний (Middle) • Docker • CI/CD • Kubernetes • Администрирование Windows • Администрирование Linux • Powershell • TeamCity • Centos;https://career.habr.com/vacancies/1000101676
Пентестер;Информационная безопасность • OWASP • Тестирование на проникновение • Black box testing;https://career.habr.com/vacancies/1000098388
Testing Engineer;Тестирование • Ручное тестирование • Linux;https://career.habr.com/vacancies/1000101877
Frontend-разработчик;Фронтенд, Средний (Middle) • JavaScript • React • HTML • CSS • TypeScript • Redux • JQuery;https://career.habr.com/vacancies/1000085593
Software Development Engineer in Test (C++);Тестирование • C++;https://career.habr.com/vacancies/1000101997
Senior Software Developer C++;Разработка ПО, Старший (Senior) • C++ • C++ boost • Разработка программного обеспечения • Объектно-ориентированное проектирование • Многопоточность • C++ stl;https://career.habr.com/vacancies/1000064428
DevOps / SRE;Разработка ПО, Средний (Middle) • DevOps • Ansible • Kubernetes • Linux;https://career.habr.com/vacancies/1000102010
Tech Lead (Node.js + Typescript / Go) developer;Бэкенд, Старший (Senior) • JavaScript • Node.js;https://career.habr.com/vacancies/1000101171
SRE Engineer (Site Reliability);Администрирование, Старший (Senior) • SRE • Ansible • Виртуализация • Администрирование Linux • Администрирование серверов • VMware;https://career.habr.com/vacancies/1000100974
Разработчик DWH/ETL/SQL;Разработка ПО, Средний (Middle) • ETL • Oracle • SQL • Git;https://career.habr.com/vacancies/1000098260
Разработчик С++ в команду разработки продукта Kaspersky CyberTrace;Разработка ПО • Разработка программного обеспечения • C++ • C#;https://career.habr.com/vacancies/1000095998
Инженер по внедрению PL/SQL;Бэкенд, Средний (Middle) • Oracle PL/SQL • SQL • Powershell • Английский язык;https://career.habr.com/vacancies/1000101900
Веб-аналитик (в Банк);Аналитика, Средний (Middle) • Веб аналитика • Google Analytics • Яндекс.Метрика • BPMN • Tableau • Google BigQuery • Microsoft Excel • Oracle • SQL • BI;https://career.habr.com/vacancies/1000101185
DevOps в команду инженерных практик;Администрирование, Средний (Middle) • Linux • Docker • Git • Ansible • Jenkins;https://career.habr.com/vacancies/1000068622
Linux инженер;Администрирование, Средний (Middle) • Linux • Ansible • TCP • Zabbix • Zabbix;https://career.habr.com/vacancies/1000094974
Embedded engineer (Remote, part-time/full-time);Разработка ПО, Старший (Senior) • Программирование микроконтроллеров • C • Разработка программного обеспечения;https://career.habr.com/vacancies/1000100852
QA Инженер/Тестировщик (Ритейл компания);Тестирование, Средний (Middle) • SQL;https://career.habr.com/vacancies/1000099445
DevOps-инженер;Администрирование, Средний (Middle) • Kubernetes;https://career.habr.com/vacancies/1000100785
Инженер по нагрузочному тестированию;Тестирование, Средний (Middle) • Нагрузочное тестирование;https://career.habr.com/vacancies/1000088571
Data Analyst (junior/middle) (удаленно) 🔥;Аналитика, Средний (Middle) • Анализ данных • SQL • BI;https://career.habr.com/vacancies/1000101124
DevOps инженер;Администрирование, Средний (Middle) • CI/CD • Jenkins • Kubernetes • Java;https://career.habr.com/vacancies/1000090880
Data Engineer;Аналитика • Microsoft SQL • Базы данных • Apache Hadoop;https://career.habr.com/vacancies/1000101734
Аналитик данных;Аналитика, Средний (Middle) • SQL;https://career.habr.com/vacancies/1000101630
Системный администратор в команду облачного хранилища;Администрирование • Linux • SQL • Puppet • Администрирование Linux • CI/CD;https://career.habr.com/vacancies/1000100997
Middle/Senior Front-end Developer;Фронтенд, Средний (Middle) • Angular • Node.js • Sass • TypeScript • WebSockets • GitLab • TeamCity • Linux • Jira • .NET;https://career.habr.com/vacancies/1000100293
Developer;Разработка ПО • Objective-С • Swift • Mac;https://career.habr.com/vacancies/1000096292
DevOps Team Lead (TIP);Администрирование • Linux • Kubernetes;https://career.habr.com/vacancies/1000095308
Разработчик MS SQL;Аналитика, Средний (Middle) • T-SQL • Microsoft SQL;https://career.habr.com/vacancies/1000098136
DevOps (системный администратор) Уфа;Администрирование, Средний (Middle) • MySQL • Linux • Nginx • Docker • Высоконагруженные системы • Базы данных;https://career.habr.com/vacancies/1000057800
ETL-разработчик;Разработка ПО, Средний (Middle) • PostgreSQL • Apache Hadoop • Apache Kafka • ClickHouse • Высоконагруженные системы;https://career.habr.com/vacancies/1000100555
Системный аналитик (Remote);Аналитика, Средний (Middle) • Jira • Системная аналитика • Базы данных • SQL;https://career.habr.com/vacancies/1000063976
Marketing Analyst (Mobile);Маркетинг • Продуктовый маркетинг • Интернет маркетинг;https://career.habr.com/vacancies/1000097984
Эксперт ИБ (расследование инцидентов, компьютерная криминалистика);Информационная безопасность, Средний (Middle) • Разработка систем защиты информации • Форензика • Wireshark;https://career.habr.com/vacancies/1000100591
Frontend разработчик (React);Фронтенд, Старший (Senior) • JavaScript • React • MobX • TypeScript;https://career.habr.com/vacancies/1000069505
Специалист по анализу защищенности кода;Информационная безопасность, Средний (Middle) • SDL/SDLC • DevSecOps • SAST/DAST • OWASP;https://career.habr.com/vacancies/1000101137
Senior DevOps Engineer;Разработка ПО, Старший (Senior) • Ansible • Kubernetes;https://career.habr.com/vacancies/1000098016
Junior/Middle DBA (PostgreSQL);Администрирование, Младший (Junior) • DBA • PostgreSQL • Linux;https://career.habr.com/vacancies/1000100392
Senior Frontend Developer ;Фронтенд, Старший (Senior) • JavaScript • HTML • CSS • React • Redux • TypeScript • Webpack • Ruby on Rails;https://career.habr.com/vacancies/1000074552
DevOps Engineer (Ситидрайв);Администрирование, Средний (Middle) • Linux • Docker • Ansible • Kubernetes;https://career.habr.com/vacancies/1000095999
DevOps engineer;Администрирование, Старший (Senior) • DevOps;https://career.habr.com/vacancies/1000099407
Golang Backend Developer / Backend Developer;Бэкенд • Golang • Apache Kafka • PostgreSQL • Git;https://career.habr.com/vacancies/1000076871
DevOps;Администрирование, Старший (Senior) • Kubernetes • Docker • DevOps • Ansible;https://career.habr.com/vacancies/1000100067
Разработчик мобильного SDK (MY.GAMES);Приложения • Разработка под iOS • Android NDK • Unity3d • Corona SDK;https://career.habr.com/vacancies/1000098275
DevOps Engineer;Разработка ПО • Ansible • Docker;https://career.habr.com/vacancies/1000098984
Руководитель направления ИБ (Threat Intelligence);Информационная безопасность • Информационная безопасность • Разработка систем защиты информации;https://career.habr.com/vacancies/1000100600
Инженер по сопровождению (Платежи и переводы);Поддержка, Средний (Middle) • SQL • Git • PostgreSQL • Docker • Linux • Высоконагруженные системы;https://career.habr.com/vacancies/1000099196
Senior Developer GUI/macOS;Разработка ПО • Objective-С • Swift • Mac;https://career.habr.com/vacancies/1000101415
Quality Assurance/SDET Engineer (Jenkins, bash);Тестирование, Средний (Middle) • Linux • Bash • Git • Jenkins • Тестирование ПО • Автоматизация тестирования • Ручное тестирование • Контроль качества;https://career.habr.com/vacancies/1000082428
DevOps Team Lead (Vault);Разработка ПО • Ansible • Docker;https://career.habr.com/vacancies/1000100113
SDET (C#);Тестирование • Автоматизация процессов • C# • Linux;https://career.habr.com/vacancies/1000102116
DevOps engineer;Администрирование, Старший (Senior) • MongoDB • RabbitMQ • Redis • CI/CD • Ansible • DevOps • GitLab • Kubernetes • Terraform;https://career.habr.com/vacancies/1000101670
QA- engineer (manual);Тестирование, Средний (Middle) • SQL • Git • PostgreSQL • Linux • Базы данных;https://career.habr.com/vacancies/1000101735
Специалист внедрения систем мониторинга Zabbix;Администрирование, Средний (Middle) • Zabbix • Администрирование Linux • Сетевые технологии • Мониторинг сетей;https://career.habr.com/vacancies/1000098019
Senior 2nd line support;Поддержка, Старший (Senior) • Английский язык • Linux • SQL;https://career.habr.com/vacancies/1000087338
DevOps/Инженер по релизам и конфигурациям;Администрирование, Средний (Middle) • DevOps • Ansible • TeamCity;https://career.habr.com/vacancies/1000099428
Testing Engineer;Тестирование, Старший (Senior) • Ручное тестирование;https://career.habr.com/vacancies/1000099254
Senior Data sсientist (Реком. системы);Аналитика, Старший (Senior) • Computer Science • Машинное обучение;https://career.habr.com/vacancies/1000093615
Сетевой инженер;Разработка ПО • Администрирование сетей;https://career.habr.com/vacancies/1000100567
Data Scientist / Sr. Data Scientist;Аналитика, Старший (Senior) • Алгоритмы и структуры данных • Компьютерное зрение;https://career.habr.com/vacancies/1000099392
Data Engineer;Аналитика, Старший (Senior) • Большие данные;https://career.habr.com/vacancies/1000099405
Администратор тестовых сред;Администрирование • Linux • Ansible • Docker • Kubernetes • Bash • SQL;https://career.habr.com/vacancies/1000089057
Middle IOS-разработчик / Swift Developer;Приложения, Средний (Middle) • Swift • Разработка мобильных приложений;https://career.habr.com/vacancies/1000101917
System Analyst;Аналитика, Старший (Senior) • SQL • XML • UML • BPMN • Системный анализ • Системная интеграция;https://career.habr.com/vacancies/1000101837
Senior PHP (Laravel) разработчик;Бэкенд, Старший (Senior) • PHP • Laravel • MySQL • Elasticsearch;https://career.habr.com/vacancies/1000100330
DevOps Engineer;Администрирование, Средний (Middle) • GitLab • Jenkins • TeamCity • Kubernetes • Docker • Grafana • Prometheus • Splunk • Oracle weblogic server • Apache Maven;https://career.habr.com/vacancies/1000100417
Инженер/аналитик данных;Аналитика, Старший (Senior) • SQL • OLAP;https://career.habr.com/vacancies/1000101573
Developer GUI/macOS;Разработка ПО • C++ • Objective-С • Swift • Mac;https://career.habr.com/vacancies/1000100792
Frontend React разработчик;Фронтенд, Средний (Middle) • JavaScript • Node.js • React • Адаптивная верстка • Веб-разработка;https://career.habr.com/vacancies/1000100973
Маркетолог-аналитик;Маркетинг, Средний (Middle) • SQL;https://career.habr.com/vacancies/1000101795
Senior Developer macOS;Разработка ПО • Objective-С • Swift • Mac;https://career.habr.com/vacancies/1000101011
 Frontend- Developer/Разработчик (React);Фронтенд, Средний (Middle) • React • HTML • CSS • SCSS • Адаптивная верстка • JavaScript • Redux • Webpack;https://career.habr.com/vacancies/1000100981
Разработчик С/С++;Разработка ПО, Средний (Middle) • C++ • C • Linux;https://career.habr.com/vacancies/1000085347
Инженер по тестированию;Тестирование, Средний (Middle) • Тестирование ПО • Ручное тестирование • Разработка тест-кейсов • Баг-трекинг • Тестирование API • Postman • TestRail;https://career.habr.com/vacancies/1000101826
Web developer junior;Фронтенд, Младший (Junior) • HTML • Веб-разработка;https://career.habr.com/vacancies/1000100264
Java-разработчик в MirDigital (R&D);Бэкенд, Старший (Senior) • Java • Java Spring Framework • Hibernate • Junit • Паттерны проектирования • Проектирование архитектуры приложений • Высоконагруженные системы;https://career.habr.com/vacancies/1000101020
Разработчик PL/SQL (Oracle);Разработка ПО, Средний (Middle) • Oracle PL/SQL • Oracle • SQL;https://career.habr.com/vacancies/1000092044
Digital Footprint Analyst;Аналитика • Анализ требований • Английский язык;https://career.habr.com/vacancies/1000098087
Инженер эксплуатации OpenStack ;Разработка ПО, Средний (Middle) • Openstack • Ansible • RabbitMQ • Docker • Linux;https://career.habr.com/vacancies/1000101398
Старший инженер Информационной безопасности по проверке ПО;Информационная безопасность, Средний (Middle) • Информационная безопасность;https://career.habr.com/vacancies/1000101836
Продуктовый аналитик;Аналитика, Средний (Middle) • ClickHouse • Tableau;https://career.habr.com/vacancies/1000101662
Devops инженер;Администрирование, Средний (Middle) • Linux • Docker • Высоконагруженные системы • Jenkins;https://career.habr.com/vacancies/1000101330
Инженер сопровождения сайта;Администрирование, Средний (Middle) • Docker • MongoDB • Git • Kubernetes;https://career.habr.com/vacancies/1000101934
Системный администратор;Тестирование • Linux • SQL;https://career.habr.com/vacancies/1000099758
QA Automation Engineer;Тестирование, Средний (Middle) • TestRail • Postman • Автоматизация тестирования • Нагрузочное тестирование • Java;https://career.habr.com/vacancies/1000097737
DevOps;Администрирование, Средний (Middle) • Linux • Kubernetes • Docker • CI/CD • DevOps • Ansible • Zabbix;https://career.habr.com/vacancies/1000099279
JavaScript разработчик (решения для KasperskyOS);Разработка ПО • JavaScript;https://career.habr.com/vacancies/1000099486
Backend (Ruby on Rails) Разработчик;Бэкенд, Средний (Middle) • Ruby on Rails;https://career.habr.com/vacancies/1000098380
Golang Developer [OmniChannel];Бэкенд, Средний (Middle) • Golang;https://career.habr.com/vacancies/1000097783
Разработчик С++ (Embedded Linux);Разработка ПО, Средний (Middle) • C++ • Embedded linux • Встраиваемая система;https://career.habr.com/vacancies/1000093896
Java разработчик ;Бэкенд, Средний (Middle) • Java Spring Framework;https://career.habr.com/vacancies/1000100511
Backend-разработчик Go/C/C++ «Рамблер/почта»;Бэкенд, Старший (Senior) • C • C++ • Golang • SQL • Linux;https://career.habr.com/vacancies/1000074099
Инженер по нагрузочному тестированию ;Тестирование, Средний (Middle) • Нагрузочное тестирование • HP LoadRunner • Apache JMeter;https://career.habr.com/vacancies/1000100932
Java developer;Бэкенд, Ведущий (Lead) • Java • PostgreSQL • Docker • Kubernetes • Git;https://career.habr.com/vacancies/1000100019
Data engineer;Аналитика, Старший (Senior) • Apache Hadoop • Apache Spark • Apache Kafka;https://career.habr.com/vacancies/1000056583
Devops инженер(junior/middle/senior);Администрирование, Средний (Middle) • Linux;https://career.habr.com/vacancies/1000095887
Инженер по сопровождению (Private banking);Администрирование, Средний (Middle) • Oracle • Linux • PostgreSQL;https://career.habr.com/vacancies/1000098240
Разработчик инструментов DevOps;Администрирование, Средний (Middle) • Linux;https://career.habr.com/vacancies/1000099481
DevOps инженер;Администрирование • MySQL • Redis • Docker • Kubernetes • MongoDB • Unix • RabbitMQ • ClickHouse • Администрирование баз данных • Git • Zabbix • Nginx • TeamCity;https://career.habr.com/vacancies/1000071432
Go-разработчик (myTarget);Бэкенд, Средний (Middle) • Golang • Tarantool • ClickHouse;https://career.habr.com/vacancies/1000097182
Devops;Администрирование, Средний (Middle) • Linux • Kubernetes • Docker • CI/CD • DevOps • Zabbix • Ansible;https://career.habr.com/vacancies/1000099281
System administrator / DevOps (удаленно);Администрирование, Средний (Middle) • Linux • MySQL • Apache • Администрирование Windows • Системное администрирование • DevOps • Администрирование баз данных • Администрирование сайтов • Администрирование Linux • Администрирование сетей;https://career.habr.com/vacancies/1000100971
Teamlead .NET;Бэкенд, Ведущий (Lead) • .NET Core • C# • SQL • RabbitMQ • Scrum;https://career.habr.com/vacancies/1000101410
Администратор Linux / DevOps инженер;Администрирование, Средний (Middle) • Linux • Docker • Kubernetes • Elasticsearch • Apache Kafka • Nginx • Ansible • Администрирование *nix • CI/CD • DevOps;https://career.habr.com/vacancies/1000088387
Blockсhain Smart Contract Developer (Solidity). Блокчейн/смарт-контракты;Бэкенд, Средний (Middle) • Solidity • Blockchain • Ethereum • Golang • Git;https://career.habr.com/vacancies/1000100125
DBA / Администратор баз данных (Databricks);Администрирование • SQL • Linux • Английский язык • Базы данных • RESTful API • ETL • XML • Техническая поддержка;https://career.habr.com/vacancies/1000101606
Golang developer (Умный автоответчик);Бэкенд, Старший (Senior) • Golang • Linux • SQL • NoSQL;https://career.habr.com/vacancies/1000094941
ETL-разработчик ;Аналитика, Средний (Middle) • ETL • SQL;https://career.habr.com/vacancies/1000101791
.NET Developer;Бэкенд, Средний (Middle) • .NET Core • C# • Microsoft SQL • RabbitMQ;https://career.habr.com/vacancies/1000101412
Golang developer;Бэкенд, Средний (Middle) • PostgreSQL • Golang • Elasticsearch • Docker • Git • SQL • REST;https://career.habr.com/vacancies/1000066277
Recruitment Manager IT;Менеджмент • Подбор команды;https://career.habr.com/vacancies/1000097823
Senior Data scientist (Computer Vision);Аналитика, Старший (Senior) • Computer Science • Машинное обучение;https://career.habr.com/vacancies/1000089193
Product analyst (Mobile);Аналитика • Mobile • Бизнес аналитика • Мониторинг и анализ рынка • Системный анализ • Веб аналитика • Системная аналитика;https://career.habr.com/vacancies/1000090930
Старший Java QA automation engineer (BSS);Тестирование, Старший (Senior) • Java • PostgreSQL • Автоматизация тестирования;https://career.habr.com/vacancies/1000097328
Web архитектор;Разработка ПО, Старший (Senior) • CI/CD • Docker • Linux • Git;https://career.habr.com/vacancies/1000097967
Главный разработчик КХД (Oracle);Разработка ПО, Старший (Senior) • SQL • PostgreSQL • Linux • Oracle • Apache Hadoop • ETL;https://career.habr.com/vacancies/1000095296
DevOps инженер (Junior/Middle);Администрирование • Bash • Docker • CI/CD • Kubernetes;https://career.habr.com/vacancies/1000101170
Инженер нагрузочного тестирования;Тестирование • HP LoadRunner • Apache JMeter;https://career.habr.com/vacancies/1000097810
Ведущий системный администратор;Администрирование, Ведущий (Lead) • Администрирование Linux • Управление людьми • MongoDB • Redis • PostgreSQL • Zabbix • Nginx • GitLab • Debian • Docker • Puppet;https://career.habr.com/vacancies/1000100214
Инженер по нагрузочному тестированию;Тестирование, Средний (Middle) • Apache JMeter • Автоматизация тестирования • Тестирование ПО • Нагрузочное тестирование • HP LoadRunner;https://career.habr.com/vacancies/1000089864
Incident Response Specialist;Информационная безопасность • Обратная разработка • Многопоточность • IDA Pro • WinDbg;https://career.habr.com/vacancies/1000096508
Senior Security Services Analyst;Информационная безопасность, Старший (Senior) • Информационная безопасность • Тестирование на проникновение • Защита информации;https://career.habr.com/vacancies/1000075940
DevOps engineer ;Администрирование, Старший (Senior) • Kubernetes • Ansible • Linux • Grafana • Zabbix;https://career.habr.com/vacancies/1000101395
Middle .NetCore-разработчик;Бэкенд, Средний (Middle) • .NET • SVN • MySQL • Microsoft SQL • MongoDB • Docker;https://career.habr.com/vacancies/1000075211
Главный системный аналитик (Реклама);Аналитика, Средний (Middle) • BPMN • UML;https://career.habr.com/vacancies/1000092109
Фронтэнд разработчик ;Фронтенд, Средний (Middle) • React • Redux;https://career.habr.com/vacancies/1000100300
Data Engineer;Аналитика • Apache Airflow • Apache Hadoop • Apache Spark • pgSQL • Oracle PL/SQL • Linux • Java • Golang • PostgreSQL;https://career.habr.com/vacancies/1000101249
Data engineer;Аналитика, Старший (Senior) • Apache Hadoop • Apache Spark • Apache Kafka;https://career.habr.com/vacancies/1000101583
Системный администратор в команду SRE ядра облака;Администрирование • Linux • Puppet • CI/CD • Terraform • Ansible;https://career.habr.com/vacancies/1000099216
Go-разработчик в VK Workspace;Бэкенд, Средний (Middle) • Golang;https://career.habr.com/vacancies/1000097955
Ведущий инженер по информационной безопасности;Информационная безопасность, Средний (Middle) • Тестирование на проникновение • SOAP • REST • DevSecOps;https://career.habr.com/vacancies/1000099335
Инженер сопровождения сайта;Поддержка, Средний (Middle) • HTML • JavaScript • PostgreSQL;https://career.habr.com/vacancies/1000101913
Web архитектор;Разработка ПО • Node.js • PHP • Linux • CI/CD • Git • CI/CD;https://career.habr.com/vacancies/1000092862
Middle iOS developer;Приложения, Средний (Middle) • Git • Swift • UIKit • Разработка под iOS • Разработка мобильных приложений;https://career.habr.com/vacancies/1000096266
Middle/Senior Golang Developer (Threat Intelligence);Разработка ПО • Golang;https://career.habr.com/vacancies/1000096137
Go-разработчик;Бэкенд, Старший (Senior) • Golang • SQL • Git • REST • NoSQL;https://career.habr.com/vacancies/1000085152
Администратор тестовых сред;Администрирование, Средний (Middle) • Linux • Bash • Docker • Kubernetes;https://career.habr.com/vacancies/1000096374
BI разработчик;Бэкенд • ETL • BI • PowerBI;https://career.habr.com/vacancies/1000099416
DevOps-инженер;Администрирование • CI/CD • Ansible • Git • Docker;https://career.habr.com/vacancies/1000090057
Разработчик на Node.JS;Бэкенд • Node.js • JavaScript • Git • Английский язык;https://career.habr.com/vacancies/1000100648
Администратор стендов;Администрирование, Средний (Middle) • Red Hat Enterprise Linux • Zabbix • Grafana • Oracle PL/SQL • PostgreSQL • Nginx • Linux • Apache Kafka;https://career.habr.com/vacancies/1000099725
Инженер по доступности сервисов;Администрирование • Kubernetes;https://career.habr.com/vacancies/1000102129
DevOps инженер;Администрирование, Средний (Middle) • Apache Hadoop • Linux • Prometheus • Zabbix • Apache Kafka;https://career.habr.com/vacancies/1000102146
DevOps инженер (МТС Маркетолог);Администрирование, Средний (Middle) • Linux • Nginx • Bash;https://career.habr.com/vacancies/1000097773
Ведущий инженер отдела сети передачи данных (ЦОД, облачный провайдер);Разработка ПО, Старший (Senior) • Cisco CCNP • Администрирование оборудования Cisco • Администрирование Linux • VMware • Проектирование сетей • Сетевые технологии • Системы виртуализации;https://career.habr.com/vacancies/1000096679
Инженер сопровождения инфраструктуры;Разработка ПО, Средний (Middle) • Linux • Kubernetes • Ansible • Bash;https://career.habr.com/vacancies/1000101149
Инженер Linux(ALD);Администрирование, Средний (Middle) • Linux • Ansible • Администрирование Linux • Zabbix • Active directory • VMware • Powershell • Виртуализация • CI/CD • Debian;https://career.habr.com/vacancies/1000100952
QA Lead / Руководитель отдела тестирования;Тестирование, Ведущий (Lead) • Тестирование сайтов • Тестирование мобильных приложений • Автоматизация тестирования;https://career.habr.com/vacancies/1000101104
Data Engineer;Аналитика, Старший (Senior) • Apache Hadoop • Apache Spark • DevOps;https://career.habr.com/vacancies/1000101255
Android developer;Приложения, Средний (Middle) • Разработка под Android • Git • Linux • Android NDK • Dagger 2 • SOLID • ООП • Jenkins • Redmine;https://career.habr.com/vacancies/1000061162
C/C++ developer (PON);Бэкенд, Средний (Middle) • Git • Linux • Bash;https://career.habr.com/vacancies/1000100866
DevOps engineer;Администрирование, Средний (Middle) • Linux • Docker • Kubernetes • Ansible • Jenkins • CI/CD • Git;https://career.habr.com/vacancies/1000092523
BI разработчик/администратор;Разработка ПО • BI • ETL • SQL;https://career.habr.com/vacancies/1000089685
С++ Developer (Automotive Adaptive Platform);Разработка ПО • C++ • C;https://career.habr.com/vacancies/1000096359
Системный администратор Linux;Администрирование, Средний (Middle) • Администрирование серверов • Linux • Unix • Jira • TeamCity • Mercurial • Git • SOAP • ELK Stack • SSH • MySQL • Oracle • NoSQL • Prometheus;https://career.habr.com/vacancies/1000099864
Desktop Software Developer (C#);Бэкенд • ООП • .NET • SQL • C# • WPF;https://career.habr.com/vacancies/1000099374
ICS CERT Security Researcher;Информационная безопасность • Маркетинговые исследования;https://career.habr.com/vacancies/1000097237
Cистемный аналитик;Аналитика, Старший (Senior) • Apache Hadoop • Большие данные • BPMN • UML;https://career.habr.com/vacancies/1000092897
Data Engineer;Аналитика • SQL • Apache Hadoop • Agile • Администрирование Linux;https://career.habr.com/vacancies/1000097715
Эксперт по кибербезопасности;Информационная безопасность, Средний (Middle) • Информационная безопасность • Защита информации;https://career.habr.com/vacancies/1000101751
Middle Backend-разработчик;Бэкенд, Средний (Middle) • JavaScript • Node.js • TypeScript;https://career.habr.com/vacancies/1000100800
Администратор баз данных (NoSQL);Администрирование, Средний (Middle) • Linux • NoSQL • MongoDB • Apache Cassandra;https://career.habr.com/vacancies/1000100549
QA Engineer;Тестирование • SQL • Selenium • Автоматизация тестирования • Разработка тест-кейсов • Функциональное тестирование;https://career.habr.com/vacancies/1000098772
Администратор баз данных;Администрирование • PostgreSQL • Linux • MySQL;https://career.habr.com/vacancies/1000094472
Главный инженер по кибербезопасности;Информационная безопасность, Старший (Senior) • Информационная безопасность;https://career.habr.com/vacancies/1000102025
Java Разработчик (Умный Дом);Бэкенд, Старший (Senior) • Java • Java Spring Framework • Базы данных • ООП;https://career.habr.com/vacancies/1000089327
Data engineer;Аналитика, Старший (Senior) • Apache Hadoop • Apache Spark • Apache Kafka;https://career.habr.com/vacancies/1000101208
Developer С++ (Monorepo);Разработка ПО • Разработка программного обеспечения • Защита информации • C++;https://career.habr.com/vacancies/1000101963
Администратор систем мониторинга;Администрирование, Средний (Middle) • ELK Stack • Linux • Высоконагруженные системы • Zabbix • Grafana;https://career.habr.com/vacancies/1000094963
